feature,importance_mean,importance_std
item_5815_last,0.0,0.0
missingindicator_item_5820_count,0.0,0.0
missingindicator_item_113_last,0.0,0.0
missingindicator_item_113_count,0.0,0.0
missingindicator_item_113_std,0.0,0.0
item_8551_mean,0.0,0.0
missingindicator_item_113_max,0.0,0.0
missingindicator_item_113_min,0.0,0.0
item_742_mean,0.0,0.0
item_220179_std,0.0,0.0
item_742_min,0.0,0.0
item_742_max,0.0,0.0
item_742_std,0.0,0.0
item_220051_count,0.0,0.0
item_220051_std,0.0,0.0
item_742_last,0.0,0.0
item_8549_min,0.0,0.0
missingindicator_item_581_max,0.0,0.0
missingindicator_item_581_std,0.0,0.0
missingindicator_item_581_count,0.0,0.0
missingindicator_item_8553_min,0.0,0.0
missingindicator_item_8551_mean,0.0,0.0
missingindicator_item_5815_last,0.0,0.0
missingindicator_item_5815_count,0.0,0.0
missingindicator_item_5815_std,0.0,0.0
missingindicator_item_5815_max,0.0,0.0
item_5817_count,0.0,0.0
item_5815_mean,0.0,0.0
missingindicator_item_8553_last,0.0,0.0
missingindicator_item_8553_count,0.0,0.0
missingindicator_item_8553_std,0.0,0.0
missingindicator_item_8553_max,0.0,0.0
missingindicator_item_455_last,0.0,0.0
missingindicator_item_581_last,0.0,0.0
missingindicator_item_455_count,0.0,0.0
missingindicator_item_455_std,0.0,0.0
missingindicator_item_455_max,0.0,0.0
missingindicator_item_455_min,0.0,0.0
item_5815_min,0.0,0.0
missingindicator_item_198_last,0.0,0.0
missingindicator_item_198_count,0.0,0.0
missingindicator_item_198_std,0.0,0.0
missingindicator_item_198_max,0.0,0.0
missingindicator_item_198_min,0.0,0.0
missingindicator_item_198_mean,0.0,0.0
item_220050_count,0.0,0.0
item_220181_max,0.0,0.0
missingindicator_item_8551_max,0.0,0.0
item_220180_count,0.0,0.0
item_224168_mean,0.0,0.0
item_5813_count,0.0,0.0
item_5813_last,0.0,0.0
item_5819_mean,0.0,0.0
item_5819_min,0.0,0.0
item_5819_max,0.0,0.0
item_5819_std,0.0,0.0
item_646_max,0.0,0.0
item_5819_count,0.0,0.0
item_8547_std,0.0,0.0
item_8547_min,0.0,0.0
item_8547_mean,0.0,0.0
item_5820_last,0.0,0.0
item_5820_count,0.0,0.0
item_5820_min,0.0,0.0
item_676_last,0.0,0.0
item_676_count,0.0,0.0
item_676_std,0.0,0.0
item_676_min,0.0,0.0
item_676_mean,0.0,0.0
item_5819_last,0.0,0.0
item_8448_count,0.0,0.0
item_5817_min,0.0,0.0
item_5817_std,0.0,0.0
item_581_count,0.0,0.0
item_224168_min,0.0,0.0
item_224168_max,0.0,0.0
item_224168_std,0.0,0.0
item_223900_min,0.0,0.0
item_184_min,0.0,0.0
item_220180_min,0.0,0.0
item_5813_min,0.0,0.0
item_679_mean,0.0,0.0
item_223761_std,0.0,0.0
item_679_max,0.0,0.0
item_8554_mean,0.0,0.0
item_8554_min,0.0,0.0
item_5813_max,0.0,0.0
item_8554_max,0.0,0.0
