MAE,RMSE,R2,MedianAE,model,fit_time_seconds
3.254082691136336,7.076414228009006,0.38899967352476617,1.386169525717928,HistGradientBoosting_Tuned,42.3918993473053
3.265029507186484,7.041183816436055,0.39506834290046433,1.383267505996151,RandomForest_Tuned,274.95657300949097
3.273358554765013,7.19106983696901,0.3690398062208412,1.3921419913711692,HistGradientBoosting,44.150622844696045
3.444649332993221,7.317350867954724,0.3466848817128856,1.4114222979545592,RandomForest,780.4116907119751
3.820190668106079,7.625560760498047,0.2904899863316115,1.868881106376648,Ridge,0.6230087280273438
4.720606327056885,9.053645133972168,-0.0001425075076983,3.456895589828491,Dummy,0.0
