model,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,cv_medae_mean,fit_time_seconds
HistGradientBoosting,3.4393217680387145,0.052658155600082364,7.650146852983468,0.1980672018095525,0.37947821081805794,0.017474121632837004,1.5782319821584043,144.803395986557
RandomForest,3.53252597632274,0.038802859608014446,7.7834995575011465,0.13705814242306547,0.3571919257687788,0.02532094724163137,1.450009742963314,4077.9737210273743
Ridge,3.9987494468688967,0.2109489625211957,15.143466663360595,14.043787270696608,-3.346799329324606,7.278591294401642,1.9211063146591187,3.149977922439575
Dummy,4.776247978210449,0.0580671711491393,9.716469192504883,0.3275701525889615,-0.00011025514903761913,0.00012840305851265267,3.4105460166931154,0.5270977020263672
